EP_id,Publications_in_venue,Original_Title,Country_of_Publication,ERIH_PLUS_Disciplines,disc_count
484738,227,Studia Ceranea. Journal of the Waldemar Ceran Research Centre for the History and Culture of the Mediterranean Area and South-East Europe,Poland,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",2
483105,227,Quaestio. Annuario di storia della metafisica,Belgium,Philosophy,1
482019,227,Revista Española de Lingüística Aplicada,Netherlands,Linguistics,1
483583,227,Journal of Poverty and Social Justice,United Kingdom,"Sociology, Interdisciplinary research in the Social Sciences",2
484557,227,Fashion Practice,United Kingdom,"Art and Art History, Cultural Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",4
420618,227,Anthropos: Internationale Zeitschrift für Völker- und Sprachenkunde,Switzerland,Anthropology,1
480192,227,Somatechnics,United Kingdom,"Interdisciplinary research in the Humanities, Literature",2
340045,226,Ethnologia Europaea,Denmark,Anthropology,1
444874,226,Mission studies,Netherlands,Religious Studies and Theology,1
478976,225,Czasopismo Techniczne,Poland,Science and Technology Studies,1
483717,225,Revista de Contabilidad - Spanish Accounting Review,Spain,Business and Management,1
451848,225,Yearbook of Langland Studies,Belgium,Literature,1
485696,225,Psicooncología,Spain,Psychology,1
482363,225,Brno Studies in English,Czechia,"Linguistics, Literature",2
486581,224,The international journal of information and learning technology,United Kingdom,"Interdisciplinary research in the Social Sciences, Library and Information Science",2
499808,224,The Journal of Cognition,United Kingdom,"Social Statistics and Informatics, Interdisciplinary research in the Humanities",2
486412,224,Present Environment and Sustainable Development,Romania,Environmental Studies,1
491137,224,Cuadernos de Prehistoria y Arqueologia Universidad Autonoma de Madrid,Spain,Archaeology,1
494602,223,Southeastern Archaeology,United Kingdom,"Archaeology, History",2
499807,223,Scientific Journal of Silesian University of Technology. Series Transport,Poland,Interdisciplinary research in the Social Sciences,1
485624,223,Revista Española de Nutrición Humana y Dietética,Spain,Science and Technology Studies,1
484911,222,Comunicação e Sociedade,Portugal,"Cultural Studies, Gender Studies, Interdisciplinary research in the Social Sciences, Media Studies and Communication, Science and Technology Studies, Social Statistics and Informatics, Sociology",7
488432,222,"Sportis. Scientific Journal of School Sport, Physical Education and Psychomotricity",Spain,"Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research",2
473747,222,Teacher. Journal of Curriculum and Teacher Education,Spain,Interdisciplinary research in the Social Sciences,1
437517,222,Al-Masāq,United Kingdom,History,1
476850,222,Zbornik radova Vizantološkog instituta,Serbia,History,1
489739,221,Studies in East European Cinema,United Kingdom,"Cultural Studies, Film and Theatre Studies",2
485137,221,Language Learning in Higher Education,Germany,"Linguistics, Pedagogical & Educational Research",2
470740,221,The New Educational Review,Poland,"Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research",2
493498,221,Acta Universitatis Lodziensis. Folia Oeconomica,Poland,"Business and Management, Economics, Human Geography and Urban Studies",3
488596,220,Anglophonia,France,Linguistics,1
487233,220,Economics Themes,Serbia,Economics,1
445520,220,Oxford German studies,United Kingdom,Literature,1
340907,220,HERMES - Journal of Language and Communication in Business,Denmark,Linguistics,1
489563,220,International Journal of Health Governance,United Kingdom,Interdisciplinary research in the Social Sciences,1
482179,220,Irish Studies in International Affairs,Ireland,"Economics, History, Law, Political Sciences and International Relations",4
445110,220,Neue Zeitschrift Für Systematische Theologie und Religionsphilosophie,Germany,Religious Studies and Theology,1
487238,219,Environmental & Socio-Economic Studies,Poland,"Environmental Studies, Human Geography and Urban Studies",2
474488,219,Architectural Theory Review,United Kingdom,Art and Art History,1
493741,219,Anthropologie & Santé: Revue Internationale Francophone d'Anthropologie de la Santé,France,"Anthropology, Gender Studies, Sociology, Interdisciplinary research in the Social Sciences",4
482277,218,Artibus et Historiae,Poland,Art and Art History,1
490414,218,"Фізичне виховання, спорт і культура здоров'я у сучасному суспільстві",Ukraine,"Pedagogical & Educational Research, Interdisciplinary research in the Social Sciences",2
480054,218,Business Systems Research Journal,Croatia,"Business and Management, Economics",2
474912,218,Journal of Organisational Transformation & Social Change,United Kingdom,"Interdisciplinary research in the Social Sciences, Social Statistics and Informatics",2
487212,217,Industrija,Serbia,"Business and Management, Economics",2
486490,217,International Organizations Law Review,Netherlands,Law,1
451510,217,Critical Survey,United Kingdom,Literature,1
491384,217,International Journal of Care and Caring,United Kingdom,"Sociology, Interdisciplinary research in the Social Sciences",2
476173,217,Schweizerische Zeitschrift für Bildungswissenschaften,Switzerland,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research",3
484045,216,Národohospodárský obzor,Czechia,Economics,1
485085,216,Law and Development Review,Germany,Law,1
487562,215,European Financial and Accounting Journal,Czechia,"Business and Management, Economics",2
487250,215,Management & Marketing,Romania,Business and Management,1
474961,215,Ethical Perspectives,Belgium,"Philosophy, Religious Studies and Theology",2
475799,215,Estudios de Lingüística. Universidad de Alicante (ELUA),Spain,Linguistics,1
468695,215,Journal of Pentecostal Theology,Netherlands,Religious Studies and Theology,1
473400,214,M@ppemonde,France,Human Geography and Urban Studies,1
486076,213,"International Journal of Cognitive Research in Science, Engineering and Education (IJCRSEE)",Serbia,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Linguistics, Pedagogical & Educational Research, Philosophy, Psychology, Science and Technology Studies, Social Statistics and Informatics, Sociology",9
479724,213,Anales Cervantinos,Spain,Literature,1
451555,212,Revista Alicantina de Estudios Ingleses,Spain,Linguistics,1
484862,212,Journal of Intercultural Management,Poland,"Business and Management, Cultural Studies, Economics, Interdisciplinary research in the Social Sciences, Political Sciences and International Relations",5
478218,212,TRAMES. A Journal of the Humanities and Social Sciences,Estonia,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",2
477746,211,Implicit Religion,United Kingdom,Religious Studies and Theology,1
475642,211,Asian Medicine: Tradition and Modernity,Netherlands,History & Philosophy of Science,1
494355,211,Comunicação Pública,Portugal,"Media Studies and Communication, Interdisciplinary research in the Social Sciences",2
435962,211,Nordic Studies in Science Education,Norway,Pedagogical & Educational Research,1
491242,211,Transactions on Transport Sciences,Czechia,"Science and Technology Studies, Psychology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",4
342140,211,Tidsskriftet Norges Barnevern,Norway,Interdisciplinary research in the Social Sciences,1
440984,211,Glotta: Zeitschrift für Griechische und Lateinische Sprache,Germany,"Classical Studies, Linguistics",2
501706,211,Anali Pravnog fakulteta u Beogradu,Serbia,"History, History & Philosophy of Science, Economics, Law, Sociology, Philosophy, Interdisciplinary research in the Social Sciences",7
440509,210,European Review of Latin American and Caribbean Studies,Netherlands,"Anthropology, Economics, History, Political Sciences and International Relations",4
484433,210,Iranica Antiqua,Belgium,"Archaeology, Art and Art History",2
477119,210,Journal of Ancient Judaism (JAJ),Germany,Religious Studies and Theology,1
474840,210,Anthropozoologica,France,"Archaeology, Anthropology",2
497359,210,Економіка і прогнозування,Ukraine,Economics,1
485884,210,Investigaciones feministas,Spain,Gender Studies,1
486845,209,Brésil(s): Sciences humaines et sociales,France,"Anthropology, Economics, History, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Literature, Pedagogical & Educational Research, Political Sciences and International Relations, Sociology",9
481988,209,Bordón. Revista de Pedagogía,Spain,Pedagogical & Educational Research,1
474915,209,Portuguese Journal of Social Science,United Kingdom,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",2
500389,208,"Ruch Prawniczy, Ekonomiczny i Socjologiczny",Poland,"Economics, Law, Sociology",3
497323,208,Rīgas Stradiņa universitātes Juridiskās fakultātes elektroniskais juridisko zinātnisko rakstu žurnāls,Latvia,Law,1
481652,208,The Prague Bulletin of Mathematical Linguistics (PBML),Czechia,Linguistics,1
483212,207,Brontë Studies,United Kingdom,Literature,1
445210,207,New Zealand Journal of Educational Studies,Switzerland,Pedagogical & Educational Research,1
470390,207,Food & History,Belgium,History,1
476540,207,Metaphor and the Social World,Netherlands,"Linguistics, Psychology",2
476866,206,European Journal for Research on the Education and Learning of Adults,Sweden,Pedagogical & Educational Research,1
340258,206,Cahiers Élisabéthains: A Journal of English Renaissance Studies,United Kingdom,Literature,1
487416,206,Empiria. Revista de metodología de ciencias sociales,Spain,Sociology,1
496880,206,Psicología Educativa,Spain,"Pedagogical & Educational Research, Psychology",2
476487,206,Contemporary Pragmatism,Netherlands,Philosophy,1
491440,206,SocioEconomic Challenges (SEC),Ukraine,"Business and Management, Demography, Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research, Political Sciences and International Relations, Psychology, Social Statistics and Informatics, Sociology",8
448251,206,Zeitschrift für antikes Christentum,Germany,"Classical Studies, Religious Studies and Theology",2
470389,206,ProtoSociology: An International Journal of Interdisciplinary Research,Germany,"Sociology, Philosophy",2
474384,206,Journal of Language Contact,Netherlands,Linguistics,1
451595,206,Études Irlandaises,France,"History, Literature",2
488534,205,Arqueología de la Arquitectura,Spain,"Archaeology, Art and Art History",2
478842,205,Family & Community History,United Kingdom,History,1
501937,205,Miscellanea Historico-Iuridica,Poland,"History, Law, Political Sciences and International Relations",3
473825,204,Revija za socijalnu politiku,Croatia,"Gender Studies, Demography, Economics, Sociology, Interdisciplinary research in the Social Sciences",5
446490,204,Review of Middle East Economics and Finance,Germany,Economics,1
479627,204,"Business, Management and Education",Lithuania,"Business and Management, Pedagogical & Educational Research",2
487669,204,Ámbitos. Revista Internacional de Comunicación.,Spain,Media Studies and Communication,1
451762,204,Translation and Literature,United Kingdom,Literature,1
